Country,Date,No. of confirmed cases,No. of confirmed deaths,Male Cases,Female Cases,Boys,Girls,Adult Male,Adult Female,Old Male,Old Female
Mali,14/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,14/07/2015,8688,3581,5212.8,3475.2,1563.84,1042.56,3127.68,2085.12,521.28,347.52
Liberia,14/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Guinea,14/07/2015,3300,2056,1980,1320,594,396,1188,792,198,132
Italy,14/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,14/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,14/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,15/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Guinea,15/07/2015,3300,2056,1980,1320,594,396,1188,792,198,132
Liberia,15/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,15/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,15/07/2015,8688,3581,5212.8,3475.2,1563.84,1042.56,3127.68,2085.12,521.28,347.52
Spain,15/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,15/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
United Kingdom,15/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,15/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,15/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Nigeria,15/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,16/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,16/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,16/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,16/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,16/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,16/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,16/07/2015,3304,2056,1982.4,1321.6,594.72,396.48,1189.44,792.96,198.24,132.16
Senegal,16/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,16/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Spain,16/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,16/07/2015,8688,3581,5212.8,3475.2,1563.84,1042.56,3127.68,2085.12,521.28,347.52
United States of America,17/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,17/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,17/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,17/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Italy,17/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,17/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,17/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Guinea,17/07/2015,3310,2059,1986,1324,595.8,397.2,1191.6,794.4,198.6,132.4
Liberia,17/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Sierra Leone,17/07/2015,8688,3581,5212.8,3475.2,1563.84,1042.56,3127.68,2085.12,521.28,347.52
Nigeria,17/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,20/07/2015,3322,2061,1993.2,1328.8,597.96,398.64,1195.92,797.28,199.32,132.88
Nigeria,20/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,20/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,20/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,20/07/2015,8692,3583,5215.2,3476.8,1564.56,1043.04,3129.12,2086.08,521.52,347.68
Liberia,20/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,20/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,20/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Mali,20/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,20/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,20/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,21/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Nigeria,21/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Sierra Leone,21/07/2015,8692,3583,5215.2,3476.8,1564.56,1043.04,3129.12,2086.08,521.52,347.68
United States of America,21/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
United Kingdom,21/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,21/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,21/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,21/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,21/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,21/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,21/07/2015,3322,2062,1993.2,1328.8,597.96,398.64,1195.92,797.28,199.32,132.88
United States of America,22/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,22/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,22/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,22/07/2015,8692,3583,5215.2,3476.8,1564.56,1043.04,3129.12,2086.08,521.52,347.68
Guinea,22/07/2015,3322,2062,1993.2,1328.8,597.96,398.64,1195.92,797.28,199.32,132.88
Liberia,22/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Mali,22/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,22/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,22/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,22/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,22/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,23/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,23/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,23/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,23/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,23/07/2015,8693,3583,5215.8,3477.2,1564.74,1043.16,3129.48,2086.32,521.58,347.72
Liberia,23/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,23/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,23/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,23/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,23/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Guinea,23/07/2015,3325,2066,1995,1330,598.5,399,1197,798,199.5,133
Mali,24/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,24/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,24/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Liberia,24/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Sierra Leone,24/07/2015,8693,3583,5215.8,3477.2,1564.74,1043.16,3129.48,2086.32,521.58,347.72
Italy,24/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,24/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,24/07/2015,3325,2066,1995,1330,598.5,399,1197,798,199.5,133
Nigeria,24/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,24/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,24/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,27/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,27/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,27/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,27/07/2015,3325,2068,1995,1330,598.5,399,1197,798,199.5,133
Liberia,27/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Nigeria,27/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,27/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,27/07/2015,8694,3585,5216.4,3477.6,1564.92,1043.28,3129.84,2086.56,521.64,347.76
Mali,27/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,27/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,27/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Italy,28/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,28/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,28/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,28/07/2015,3326,2069,1995.6,1330.4,598.68,399.12,1197.36,798.24,199.56,133.04
United Kingdom,28/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,28/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,28/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Sierra Leone,28/07/2015,8694,3585,5216.4,3477.6,1564.92,1043.28,3129.84,2086.56,521.64,347.76
Mali,28/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,28/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,28/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,29/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,29/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,29/07/2015,8694,3585,5216.4,3477.6,1564.92,1043.28,3129.84,2086.56,521.64,347.76
Spain,29/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,29/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,29/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Guinea,29/07/2015,3326,2069,1995.6,1330.4,598.68,399.12,1197.36,798.24,199.56,133.04
United Kingdom,29/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,29/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Nigeria,29/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,29/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
United Kingdom,30/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,30/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,30/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Sierra Leone,30/07/2015,8694,3585,5216.4,3477.6,1564.92,1043.28,3129.84,2086.56,521.64,347.76
United States of America,30/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Italy,30/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,30/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,30/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,30/07/2015,3326,2069,1995.6,1330.4,598.68,399.12,1197.36,798.24,199.56,133.04
Spain,30/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,30/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Mali,31/07/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,31/07/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,31/07/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,31/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,31/07/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,31/07/2015,3326,2069,1995.6,1330.4,598.68,399.12,1197.36,798.24,199.56,133.04
Sierra Leone,31/07/2015,8694,3585,5216.4,3477.6,1564.92,1043.28,3129.84,2086.56,521.64,347.76
Italy,31/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,31/07/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United Kingdom,31/07/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,31/07/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,03/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,03/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,03/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,03/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,03/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,03/08/2015,3327,2070,1996.2,1330.8,598.86,399.24,1197.72,798.48,199.62,133.08
Liberia,03/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Sierra Leone,03/08/2015,8695,3585,5217,3478,1565.1,1043.4,3130.2,2086.8,521.7,347.8
Liberia,03/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,03/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,03/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,04/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,04/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,04/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,04/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Mali,04/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,04/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,04/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Italy,04/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,04/08/2015,3327,2070,1996.2,1330.8,598.86,399.24,1197.72,798.48,199.62,133.08
Sierra Leone,04/08/2015,8695,3585,5217,3478,1565.1,1043.4,3130.2,2086.8,521.7,347.8
Senegal,04/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,05/08/2015,8695,3585,5217,3478,1565.1,1043.4,3130.2,2086.8,521.7,347.8
Liberia,05/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United States of America,05/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,05/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,05/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,05/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,05/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,05/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,05/08/2015,3327,2070,1996.2,1330.8,598.86,399.24,1197.72,798.48,199.62,133.08
Nigeria,05/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Mali,05/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Mali,06/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,06/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,06/08/2015,8696,3585,5217.6,3478.4,1565.28,1043.52,3130.56,2087.04,521.76,347.84
Liberia,06/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,06/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,06/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United States of America,06/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Italy,06/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,06/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,06/08/2015,3329,2072,1997.4,1331.6,599.22,399.48,1198.44,798.96,199.74,133.16
Nigeria,06/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,07/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,07/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,07/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,07/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,07/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Spain,07/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,07/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,07/08/2015,3329,2072,1997.4,1331.6,599.22,399.48,1198.44,798.96,199.74,133.16
Liberia,07/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Liberia,07/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Sierra Leone,07/08/2015,8696,3585,5217.6,3478.4,1565.28,1043.52,3130.56,2087.04,521.76,347.84
Liberia,10/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Senegal,10/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,10/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,10/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,10/08/2015,3329,2072,1997.4,1331.6,599.22,399.48,1198.44,798.96,199.74,133.16
Sierra Leone,10/08/2015,8697,3585,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Mali,10/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,10/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,10/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,10/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,10/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,11/08/2015,8697,3585,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Spain,11/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,11/08/2015,3329,2072,1997.4,1331.6,599.22,399.48,1198.44,798.96,199.74,133.16
Nigeria,11/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,11/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,11/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,11/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Mali,11/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,11/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,11/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,11/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,12/08/2015,3329,2072,1997.4,1331.6,599.22,399.48,1198.44,798.96,199.74,133.16
Liberia,12/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Nigeria,12/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Spain,12/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,12/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,12/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Italy,12/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,12/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,12/08/2015,8697,3585,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Liberia,12/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,12/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,13/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,13/08/2015,3330,2072,1998,1332,599.4,399.6,1198.8,799.2,199.8,133.2
Nigeria,13/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,13/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
United Kingdom,13/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,13/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,13/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,13/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,13/08/2015,8697,3585,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Spain,13/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,13/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,14/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,14/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,14/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,14/08/2015,3330,2072,1998,1332,599.4,399.6,1198.8,799.2,199.8,133.2
United States of America,14/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,14/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Spain,14/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,14/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Sierra Leone,14/08/2015,8697,3586,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
Senegal,14/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,14/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,17/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,17/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,17/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,17/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,17/08/2015,3332,2072,1999.2,1332.8,599.76,399.84,1199.52,799.68,199.92,133.28
United States of America,17/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,17/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Spain,17/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,17/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Sierra Leone,17/08/2015,8697,3586,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
United Kingdom,17/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,18/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,18/08/2015,3332,2072,1999.2,1332.8,599.76,399.84,1199.52,799.68,199.92,133.28
Liberia,18/08/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,18/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,18/08/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,18/08/2015,8697,3586,5218.2,3478.8,1565.46,1043.64,3130.92,2087.28,521.82,347.88
United States of America,18/08/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,18/08/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,18/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
Senegal,18/08/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,18/08/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,19/08/2015,6,2,3.6,2.4,1.08,0.72,2.16,1.44,0.36,0.24
